Código Cliente,Ano,Trimestre,Mês,Dia,Loja,Produto,SKU,Tamanho Pedido
79,2016,Trim 4,outubro,15,São Paulo,Smart TV 50' 4K,HL1001,5
776,2016,Trim 4,outubro,15,São Paulo,Smart TV 75' 4K,HL1017,4
220,2016,Trim 4,outubro,16,Belo Horizonte,iPhone 6S,HL1010,3
703,2016,Trim 4,outubro,16,Fortaleza,Inspiron 15,HL1007,4
557,2016,Trim 4,outubro,16,Fortaleza,Moto G7,HL1009,1
183,2016,Trim 4,outubro,16,Fortaleza,Smart Watch MI,HL1018,3
297,2016,Trim 4,outubro,16,Recife,Câmera Digital Sony Cyber,HL1015,4
571,2016,Trim 4,outubro,16,Rio de Janeiro,Inspiron 15,HL1007,1
284,2016,Trim 4,outubro,16,Rio de Janeiro,Moto G7,HL1009,1
252,2016,Trim 4,outubro,16,Salvador,Câmera Digital Rebel T6,HL1005,1
109,2016,Trim 4,outubro,16,Salvador,Galaxy S8,HL1021,4
69,2016,Trim 4,outubro,16,São Paulo,Samsung Dual Core,HL1023,2
140,2016,Trim 4,outubro,16,São Paulo,Smart TV 50' 4K,HL1001,4
450,2016,Trim 4,outubro,16,São Paulo,Smart Watch Galaxy,HL1016,5
497,2016,Trim 4,outubro,17,Belo Horizonte,Moto G7,HL1009,2
732,2016,Trim 4,outubro,17,Campinas,Inspiron 15,HL1007,5
412,2016,Trim 4,outubro,17,Curitiba,TV LED 32',HL1006,4
87,2016,Trim 4,outubro,17,Fortaleza,TV LED 32',HL1006,3
469,2016,Trim 4,outubro,17,Goiânia,Câmera Coolpix L340,HL1013,1
615,2016,Trim 4,outubro,17,Goiânia,Câmera Digital Sony Cyber,HL1015,1
486,2016,Trim 4,outubro,17,Niterói,Smart TV 50' 4K,HL1001,1
112,2016,Trim 4,outubro,17,Porto Alegre,Samsung Dual Core,HL1023,1
494,2016,Trim 4,outubro,17,Recife,Smart Watch MI,HL1018,3
248,2016,Trim 4,outubro,17,Rio de Janeiro,iPhone 6S,HL1010,1
298,2016,Trim 4,outubro,17,Rio de Janeiro,Samsung Dual Core,HL1023,1
55,2016,Trim 4,outubro,17,São Paulo,Câmera Coolpix L340,HL1013,5
602,2016,Trim 4,outubro,17,São Paulo,Câmera Digital Rebel T6,HL1005,5
400,2016,Trim 4,outubro,17,São Paulo,Galaxy S10,HL1003,4
408,2016,Trim 4,outubro,17,São Paulo,Smart TV 50' 4K,HL1001,5
413,2016,Trim 4,outubro,18,Belo Horizonte,Samsung Dual Core,HL1023,4
295,2016,Trim 4,outubro,18,Belo Horizonte,Smart Watch MI,HL1018,5
45,2016,Trim 4,outubro,18,Campinas,Moto Z,HL1020,1
367,2016,Trim 4,outubro,18,Curitiba,Câmera Digital Sony Cyber,HL1015,4
803,2016,Trim 4,outubro,18,Curitiba,iPhone XS,HL1019,3
622,2016,Trim 4,outubro,18,Fortaleza,Aspire 5,HL1024,2
163,2016,Trim 4,outubro,18,Fortaleza,Câmera Digital Rebel T6,HL1005,1
354,2016,Trim 4,outubro,18,Fortaleza,Câmera Digital Sony Cyber,HL1015,2
464,2016,Trim 4,outubro,18,Niterói,Smart TV 50' 4K,HL1001,2
370,2016,Trim 4,outubro,18,Recife,Smart TV LED Full HD 55',HL1008,5
16,2016,Trim 4,outubro,18,Salvador,Aspire 5,HL1024,5
790,2016,Trim 4,outubro,18,Salvador,Moto Z,HL1020,1
665,2016,Trim 4,outubro,18,São Paulo,Câmera Coolpix L340,HL1013,2
235,2016,Trim 4,outubro,18,São Paulo,iPhone 6S,HL1010,5
421,2016,Trim 4,outubro,19,Belo Horizonte,Samsung Dual Core,HL1023,2
343,2016,Trim 4,outubro,19,Curitiba,iPhone 7,HL1002,4
714,2016,Trim 4,outubro,19,Curitiba,Moto G7,HL1009,5
743,2016,Trim 4,outubro,19,Curitiba,Smart TV 50' 4K,HL1001,3
507,2016,Trim 4,outubro,19,Fortaleza,Samsung Dual Core,HL1023,4
685,2016,Trim 4,outubro,19,Goiânia,Câmera Coolpix L340,HL1013,2
351,2016,Trim 4,outubro,19,Goiânia,Inspiron 15,HL1007,1
299,2016,Trim 4,outubro,19,Goiânia,Moto Z,HL1020,4
532,2016,Trim 4,outubro,19,Goiânia,Smart TV 50' 4K,HL1001,3
339,2016,Trim 4,outubro,19,Guarulhos,Samsung Dual Core,HL1023,4
717,2016,Trim 4,outubro,19,Nova Iguaçu,Smart TV 50' 4K,HL1001,2
115,2016,Trim 4,outubro,19,Porto Alegre,Smart TV 50' 4K,HL1001,2
625,2016,Trim 4,outubro,19,Recife,Moto G7,HL1009,8
777,2016,Trim 4,outubro,19,Recife,Smart TV 50' 4K,HL1001,4
374,2016,Trim 4,outubro,19,Rio de Janeiro,Smart TV 50' 4K,HL1001,1
589,2016,Trim 4,outubro,19,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,2
712,2016,Trim 4,outubro,19,Salvador,Moto Z,HL1020,2
319,2016,Trim 4,outubro,19,São Paulo,Câmera Digital Rebel T6,HL1005,2
484,2016,Trim 4,outubro,19,São Paulo,iPad 32GB Wifi,HL1022,2
617,2016,Trim 4,outubro,19,São Paulo,Smart TV 50' 4K,HL1001,1
180,2016,Trim 4,outubro,20,Belo Horizonte,Câmera Coolpix L340,HL1013,5
220,2016,Trim 4,outubro,20,Belo Horizonte,Câmera Digital Rebel T6,HL1005,2
331,2016,Trim 4,outubro,20,Belo Horizonte,Smart Watch MI,HL1018,9
96,2016,Trim 4,outubro,20,Campinas,Câmera Digital Rebel T6,HL1005,3
353,2016,Trim 4,outubro,20,Porto Alegre,iPhone XS,HL1019,2
805,2016,Trim 4,outubro,20,Recife,Câmera Digital Rebel T6,HL1005,5
633,2016,Trim 4,outubro,20,Recife,Galaxy S10,HL1003,2
3,2016,Trim 4,outubro,20,Rio de Janeiro,Galaxy S10,HL1003,2
712,2016,Trim 4,outubro,20,Salvador,Câmera Digital Rebel T6,HL1005,4
797,2016,Trim 4,outubro,20,São Paulo,Smart Watch MI,HL1018,1
123,2016,Trim 4,outubro,21,Belo Horizonte,Smart Watch Galaxy,HL1016,2
412,2016,Trim 4,outubro,21,Curitiba,Câmera Coolpix L340,HL1013,3
345,2016,Trim 4,outubro,21,Curitiba,Moto G7,HL1009,5
157,2016,Trim 4,outubro,21,Fortaleza,iPhone XS,HL1019,5
527,2016,Trim 4,outubro,21,Goiânia,Câmera Digital Sony Cyber,HL1015,1
348,2016,Trim 4,outubro,21,Guarulhos,Galaxy S8,HL1021,5
92,2016,Trim 4,outubro,21,Rio de Janeiro,Galaxy S10,HL1003,4
558,2016,Trim 4,outubro,21,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
310,2016,Trim 4,outubro,21,São Paulo,Câmera Digital Sony Cyber,HL1015,4
1174,2016,Trim 4,outubro,21,São Paulo,Smart TV 50' 4K,HL1001,10
400,2016,Trim 4,outubro,21,São Paulo,Smart TV LED Full HD 55',HL1008,5
154,2016,Trim 4,outubro,22,Belo Horizonte,Câmera Digital Sony Cyber,HL1015,3
180,2016,Trim 4,outubro,22,Belo Horizonte,iPhone 6S,HL1010,1
108,2016,Trim 4,outubro,22,Campinas,Câmera Digital Rebel T6,HL1005,5
133,2016,Trim 4,outubro,22,Fortaleza,TV LED 32',HL1006,4
539,2016,Trim 4,outubro,22,Goiânia,Moto G7,HL1009,1
591,2016,Trim 4,outubro,22,Nova Iguaçu,Câmera Digital Rebel T6,HL1005,1
681,2016,Trim 4,outubro,22,Nova Iguaçu,iPhone 6S,HL1010,3
595,2016,Trim 4,outubro,22,Recife,Inspiron 15,HL1007,4
810,2016,Trim 4,outubro,22,Salvador,Câmera Digital Sony Cyber,HL1015,3
559,2016,Trim 4,outubro,22,Salvador,Smart TV LED Full HD 55',HL1008,3
97,2016,Trim 4,outubro,22,Salvador,Smart Watch MI,HL1018,4
660,2016,Trim 4,outubro,23,Belo Horizonte,Samsung Dual Core,HL1023,5
442,2016,Trim 4,outubro,23,Curitiba,Smart TV LED Full HD 55',HL1008,1
533,2016,Trim 4,outubro,23,Curitiba,Smart Watch MI,HL1018,5
473,2016,Trim 4,outubro,23,Niterói,Samsung Dual Core,HL1023,2
688,2016,Trim 4,outubro,23,Niterói,Smart TV LED Full HD 55',HL1008,1
691,2016,Trim 4,outubro,23,Nova Iguaçu,Smart TV 50' 4K,HL1001,2
283,2016,Trim 4,outubro,23,Nova Iguaçu,Smart TV LED Full HD 55',HL1008,3
407,2016,Trim 4,outubro,23,Rio de Janeiro,Dell G7,HL1012,3
787,2016,Trim 4,outubro,23,Salvador,Dell G7,HL1012,5
776,2016,Trim 4,outubro,23,São Paulo,Inspiron 15,HL1007,4
224,2016,Trim 4,outubro,23,São Paulo,Smart TV LED Full HD 55',HL1008,5
550,2016,Trim 4,outubro,24,Belo Horizonte,Smart Watch MI,HL1018,3
286,2016,Trim 4,outubro,24,Fortaleza,Samsung Dual Core,HL1023,1
621,2016,Trim 4,outubro,24,Fortaleza,Smart TV 50' 4K,HL1001,3
620,2016,Trim 4,outubro,24,Porto Alegre,Inspiron 15,HL1007,3
500,2016,Trim 4,outubro,24,Recife,Câmera Digital Sony Cyber,HL1015,3
336,2016,Trim 4,outubro,24,Rio de Janeiro,iPhone 6S,HL1010,3
3,2016,Trim 4,outubro,24,Rio de Janeiro,Smart Watch MI,HL1018,3
593,2016,Trim 4,outubro,24,Salvador,Moto G7,HL1009,4
665,2016,Trim 4,outubro,24,São Paulo,Câmera Digital Rebel T6,HL1005,1
487,2016,Trim 4,outubro,24,São Paulo,Câmera Digital Sony Cyber,HL1015,6
57,2016,Trim 4,outubro,24,São Paulo,Moto Z,HL1020,2
446,2016,Trim 4,outubro,24,São Paulo,Samsung Dual Core,HL1023,1
104,2016,Trim 4,outubro,24,São Paulo,Smart TV 50' 4K,HL1001,4
114,2016,Trim 4,outubro,24,São Paulo,Smart TV LED Full HD 55',HL1008,3
808,2016,Trim 4,outubro,25,Porto Alegre,Galaxy S10,HL1003,5
500,2016,Trim 4,outubro,25,Recife,Samsung Dual Core,HL1023,1
790,2016,Trim 4,outubro,25,Salvador,Galaxy S10,HL1003,5
481,2016,Trim 4,outubro,25,Salvador,Smart Watch MI,HL1018,4
314,2016,Trim 4,outubro,25,São Paulo,Smart TV 50' 4K,HL1001,2
104,2016,Trim 4,outubro,25,São Paulo,TV LED 32',HL1006,1
441,2016,Trim 4,outubro,26,Belo Horizonte,Câmera Coolpix L340,HL1013,4
293,2016,Trim 4,outubro,26,Curitiba,iPhone 7,HL1002,3
679,2016,Trim 4,outubro,26,Goiânia,Câmera Digital Sony Cyber,HL1015,5
738,2016,Trim 4,outubro,26,Goiânia,Inspiron 15,HL1007,1
685,2016,Trim 4,outubro,26,Goiânia,Moto G7,HL1009,4
179,2016,Trim 4,outubro,26,Guarulhos,Smart TV LED Full HD 55',HL1008,2
72,2016,Trim 4,outubro,26,Porto Alegre,Moto G7,HL1009,1
462,2016,Trim 4,outubro,26,Rio de Janeiro,Smart TV 50' 4K,HL1001,1
737,2016,Trim 4,outubro,26,São Paulo,Inspiron 15,HL1007,3
1089,2016,Trim 4,outubro,26,São Paulo,iPhone 6S,HL1010,9
683,2016,Trim 4,outubro,26,São Paulo,Smart TV LED Full HD 55',HL1008,3
186,2016,Trim 4,outubro,27,Belo Horizonte,Moto Z,HL1020,1
21,2016,Trim 4,outubro,27,Belo Horizonte,Smart TV 50' 4K,HL1001,2
442,2016,Trim 4,outubro,27,Curitiba,iPad 32GB Wifi,HL1022,3
524,2016,Trim 4,outubro,27,Guarulhos,Câmera Digital Sony Cyber,HL1015,1
791,2016,Trim 4,outubro,27,Nova Iguaçu,Smart TV LED Full HD 55',HL1008,2
117,2016,Trim 4,outubro,27,Recife,Câmera Digital Rebel T6,HL1005,2
570,2016,Trim 4,outubro,27,Rio de Janeiro,Aspire 5,HL1024,2
314,2016,Trim 4,outubro,27,São Paulo,Câmera Digital Sony Cyber,HL1015,2
79,2016,Trim 4,outubro,27,São Paulo,iPhone XS,HL1019,4
319,2016,Trim 4,outubro,27,São Paulo,Moto G7,HL1009,2
379,2016,Trim 4,outubro,28,Belo Horizonte,Câmera Digital Rebel T6,HL1005,3
441,2016,Trim 4,outubro,28,Belo Horizonte,Smart Watch MI,HL1018,5
300,2016,Trim 4,outubro,28,Campinas,Câmera Digital Sony Cyber,HL1015,1
1109,2016,Trim 4,outubro,28,Campinas,Smart TV 50' 4K,HL1001,6
378,2016,Trim 4,outubro,28,Porto Alegre,Galaxy S8,HL1021,4
653,2016,Trim 4,outubro,28,Recife,Aspire 5,HL1024,4
1013,2016,Trim 4,outubro,28,Rio de Janeiro,Aspire 5,HL1024,5
499,2016,Trim 4,outubro,28,Rio de Janeiro,Câmera Coolpix L340,HL1013,3
694,2016,Trim 4,outubro,28,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,4
484,2016,Trim 4,outubro,28,São Paulo,Dell G7,HL1012,5
57,2016,Trim 4,outubro,28,São Paulo,Galaxy S8,HL1021,4
357,2016,Trim 4,outubro,29,Belo Horizonte,Apple Watch,HL1004,2
758,2016,Trim 4,outubro,29,Curitiba,Câmera Coolpix L340,HL1013,5
60,2016,Trim 4,outubro,29,Curitiba,Moto Z,HL1020,3
66,2016,Trim 4,outubro,29,Curitiba,Smart TV 50' 4K,HL1001,2
366,2016,Trim 4,outubro,29,Fortaleza,Câmera Digital Rebel T6,HL1005,5
157,2016,Trim 4,outubro,29,Fortaleza,Smart TV 50' 4K,HL1001,1
689,2016,Trim 4,outubro,29,Nova Iguaçu,Smart TV 50' 4K,HL1001,1
297,2016,Trim 4,outubro,29,Recife,iPhone XS,HL1019,4
633,2016,Trim 4,outubro,29,Recife,Smart Watch MI,HL1018,5
374,2016,Trim 4,outubro,29,Rio de Janeiro,Inspiron 15,HL1007,3
572,2016,Trim 4,outubro,29,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,4
692,2016,Trim 4,outubro,29,Salvador,Moto G7,HL1009,4
800,2016,Trim 4,outubro,29,Salvador,Smart Watch MI,HL1018,2
319,2016,Trim 4,outubro,29,São Paulo,Moto G7,HL1009,1
303,2016,Trim 4,outubro,29,São Paulo,Moto Z,HL1020,3
617,2016,Trim 4,outubro,29,São Paulo,Smart TV 50' 4K,HL1001,2
617,2016,Trim 4,outubro,29,São Paulo,TV LED 32',HL1006,3
80,2016,Trim 4,outubro,30,Belo Horizonte,Smart TV 50' 4K,HL1001,4
171,2016,Trim 4,outubro,30,Fortaleza,Aspire 5,HL1024,2
697,2016,Trim 4,outubro,30,Fortaleza,Samsung Dual Core,HL1023,4
740,2016,Trim 4,outubro,30,Fortaleza,Smart TV 50' 4K,HL1001,2
445,2016,Trim 4,outubro,30,Fortaleza,TV LED 32',HL1006,2
153,2016,Trim 4,outubro,30,Guarulhos,Smart TV 50' 4K,HL1001,2
268,2016,Trim 4,outubro,30,Recife,Galaxy S8,HL1021,5
787,2016,Trim 4,outubro,30,Salvador,Aspire 5,HL1024,5
309,2016,Trim 4,outubro,31,Campinas,Câmera Digital Sony Cyber,HL1015,5
4,2016,Trim 4,outubro,31,Curitiba,Moto G7,HL1009,5
210,2016,Trim 4,outubro,31,Curitiba,Smart TV 50' 4K,HL1001,2
818,2016,Trim 4,outubro,31,Fortaleza,Câmera Digital Rebel T6,HL1005,3
366,2016,Trim 4,outubro,31,Fortaleza,Smart TV 50' 4K,HL1001,5
602,2016,Trim 4,outubro,31,Guarulhos,Smart TV 50' 4K,HL1001,2
806,2016,Trim 4,outubro,31,Nova Iguaçu,Câmera Coolpix L340,HL1013,3
81,2016,Trim 4,outubro,31,Recife,Smart TV LED Full HD 55',HL1008,3
572,2016,Trim 4,outubro,31,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,1
694,2016,Trim 4,outubro,31,Rio de Janeiro,Inspiron 15,HL1007,2
611,2016,Trim 4,novembro,1,Belo Horizonte,Inspiron 15,HL1007,1
693,2016,Trim 4,novembro,1,Belo Horizonte,Smart TV LED Full HD 55',HL1008,5
639,2016,Trim 4,novembro,1,Campinas,Samsung Dual Core,HL1023,4
815,2016,Trim 4,novembro,1,Goiânia,Moto G7,HL1009,1
723,2016,Trim 4,novembro,1,Goiânia,Samsung Dual Core,HL1023,2
162,2016,Trim 4,novembro,1,Goiânia,Smart TV 50' 4K,HL1001,4
172,2016,Trim 4,novembro,1,Goiânia,Smart TV LED Full HD 55',HL1008,2
706,2016,Trim 4,novembro,1,Niterói,Smart TV 50' 4K,HL1001,5
644,2016,Trim 4,novembro,1,Porto Alegre,Câmera Digital Sony Cyber,HL1015,2
144,2016,Trim 4,novembro,1,Recife,Smart TV 50' 4K,HL1001,4
712,2016,Trim 4,novembro,1,Salvador,Aspire 5,HL1024,5
481,2016,Trim 4,novembro,1,Salvador,iPhone XS,HL1019,2
275,2016,Trim 4,novembro,1,Salvador,Samsung Dual Core,HL1023,2
50,2016,Trim 4,novembro,1,São Paulo,Aspire 5,HL1024,2
665,2016,Trim 4,novembro,1,São Paulo,Câmera Digital Sony Cyber,HL1015,1
235,2016,Trim 4,novembro,1,São Paulo,Moto G7,HL1009,5
105,2016,Trim 4,novembro,1,São Paulo,Smart TV 50' 4K,HL1001,5
163,2016,Trim 4,novembro,2,Fortaleza,Câmera Digital Sony Cyber,HL1015,2
768,2016,Trim 4,novembro,2,Fortaleza,Inspiron 15,HL1007,5
461,2016,Trim 4,novembro,2,Fortaleza,Samsung Dual Core,HL1023,3
532,2016,Trim 4,novembro,2,Goiânia,Câmera Digital Rebel T6,HL1005,2
562,2016,Trim 4,novembro,2,Goiânia,TV LED 32',HL1006,3
37,2016,Trim 4,novembro,2,Guarulhos,Inspiron 15,HL1007,1
808,2016,Trim 4,novembro,2,Porto Alegre,Aspire 5,HL1024,4
106,2016,Trim 4,novembro,2,Recife,Galaxy J8,HL1014,5
321,2016,Trim 4,novembro,2,Recife,Galaxy S10,HL1003,1
297,2016,Trim 4,novembro,2,Recife,Smart TV 50' 4K,HL1001,1
360,2016,Trim 4,novembro,2,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,8
107,2016,Trim 4,novembro,2,Rio de Janeiro,Galaxy S8,HL1021,3
347,2016,Trim 4,novembro,2,Rio de Janeiro,Smart TV 50' 4K,HL1001,7
174,2016,Trim 4,novembro,2,Salvador,Smart Watch MI,HL1018,4
737,2016,Trim 4,novembro,2,São Paulo,Câmera Coolpix L340,HL1013,2
683,2016,Trim 4,novembro,2,São Paulo,iPhone XS,HL1019,5
660,2016,Trim 4,novembro,3,Belo Horizonte,Câmera Coolpix L340,HL1013,4
1306,2016,Trim 4,novembro,3,Belo Horizonte,Câmera Digital Sony Cyber,HL1015,9
193,2016,Trim 4,novembro,3,Belo Horizonte,iPhone 7,HL1002,3
786,2016,Trim 4,novembro,3,Belo Horizonte,Smart TV 50' 4K,HL1001,2
150,2016,Trim 4,novembro,3,Campinas,iPhone 7,HL1002,2
293,2016,Trim 4,novembro,3,Curitiba,Aspire 5,HL1024,2
803,2016,Trim 4,novembro,3,Curitiba,Câmera Digital Rebel T6,HL1005,1
478,2016,Trim 4,novembro,3,Curitiba,Samsung Dual Core,HL1023,3
37,2016,Trim 4,novembro,3,Guarulhos,Câmera Digital Rebel T6,HL1005,2
270,2016,Trim 4,novembro,3,Guarulhos,Câmera Digital Sony Cyber,HL1015,4
457,2016,Trim 4,novembro,3,Guarulhos,Smart TV LED Full HD 55',HL1008,4
530,2016,Trim 4,novembro,3,Nova Iguaçu,Câmera Digital Rebel T6,HL1005,2
578,2016,Trim 4,novembro,3,Nova Iguaçu,Moto G7,HL1009,1
416,2016,Trim 4,novembro,3,Porto Alegre,Moto G7,HL1009,2
653,2016,Trim 4,novembro,3,Recife,Galaxy S8,HL1021,1
603,2016,Trim 4,novembro,3,Recife,Smart TV 75' 4K,HL1017,2
694,2016,Trim 4,novembro,3,Rio de Janeiro,Galaxy J8,HL1014,4
492,2016,Trim 4,novembro,3,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,5
252,2016,Trim 4,novembro,3,Salvador,Câmera Coolpix L340,HL1013,1
320,2016,Trim 4,novembro,3,São Paulo,Aspire 5,HL1024,4
446,2016,Trim 4,novembro,3,São Paulo,Câmera Coolpix L340,HL1013,3
540,2016,Trim 4,novembro,3,São Paulo,Câmera Digital Rebel T6,HL1005,5
382,2016,Trim 4,novembro,3,São Paulo,Inspiron 15,HL1007,5
79,2016,Trim 4,novembro,3,São Paulo,Moto G7,HL1009,3
114,2016,Trim 4,novembro,3,São Paulo,Moto Z,HL1020,1
145,2016,Trim 4,novembro,3,São Paulo,Smart TV 50' 4K,HL1001,4
429,2016,Trim 4,novembro,3,São Paulo,Smart TV LED Full HD 55',HL1008,2
57,2016,Trim 4,novembro,3,São Paulo,TV LED 32',HL1006,5
397,2016,Trim 4,novembro,4,Belo Horizonte,Inspiron 15,HL1007,4
288,2016,Trim 4,novembro,4,Fortaleza,Câmera Digital Rebel T6,HL1005,3
279,2016,Trim 4,novembro,4,Fortaleza,Smart Watch MI,HL1018,2
152,2016,Trim 4,novembro,4,Guarulhos,Inspiron 15,HL1007,1
371,2016,Trim 4,novembro,4,Porto Alegre,TV LED 32',HL1006,1
39,2016,Trim 4,novembro,4,Recife,Câmera Digital Rebel T6,HL1005,4
729,2016,Trim 4,novembro,4,Recife,Inspiron 15,HL1007,2
3,2016,Trim 4,novembro,4,Rio de Janeiro,Apple Watch,HL1004,3
148,2016,Trim 4,novembro,4,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,3
407,2016,Trim 4,novembro,4,Rio de Janeiro,Inspiron 15,HL1007,3
558,2016,Trim 4,novembro,4,Rio de Janeiro,Moto G7,HL1009,2
712,2016,Trim 4,novembro,4,Salvador,iPhone 6S,HL1010,3
799,2016,Trim 4,novembro,4,Salvador,iPhone XS,HL1019,5
772,2016,Trim 4,novembro,4,São Paulo,Câmera Coolpix L340,HL1013,4
703,2016,Trim 4,novembro,4,São Paulo,Câmera Digital Sony Cyber,HL1015,9
772,2016,Trim 4,novembro,4,São Paulo,Galaxy S10,HL1003,3
854,2016,Trim 4,novembro,4,São Paulo,iPhone 6S,HL1010,6
50,2016,Trim 4,novembro,4,São Paulo,Samsung Dual Core,HL1023,3
105,2016,Trim 4,novembro,4,São Paulo,TV LED 32',HL1006,4
345,2016,Trim 4,novembro,5,Curitiba,Samsung Dual Core,HL1023,4
507,2016,Trim 4,novembro,5,Fortaleza,Moto Z,HL1020,5
461,2016,Trim 4,novembro,5,Fortaleza,Samsung Dual Core,HL1023,4
352,2016,Trim 4,novembro,5,Goiânia,Moto G7,HL1009,3
674,2016,Trim 4,novembro,5,Goiânia,Smart TV LED Full HD 55',HL1008,5
9,2016,Trim 4,novembro,5,Nova Iguaçu,Dell G7,HL1012,5
788,2016,Trim 4,novembro,5,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,1
134,2016,Trim 4,novembro,5,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,3
168,2016,Trim 4,novembro,5,Salvador,Samsung Dual Core,HL1023,2
775,2016,Trim 4,novembro,5,Salvador,Smart TV LED Full HD 55',HL1008,4
1022,2016,Trim 4,novembro,5,São Paulo,Câmera Digital Rebel T6,HL1005,11
776,2016,Trim 4,novembro,5,São Paulo,Câmera Digital Sony Cyber,HL1015,5
450,2016,Trim 4,novembro,5,São Paulo,Dell G7,HL1012,1
400,2016,Trim 4,novembro,5,São Paulo,Galaxy S8,HL1021,1
748,2016,Trim 4,novembro,5,São Paulo,Moto G7,HL1009,2
196,2016,Trim 4,novembro,5,São Paulo,Samsung Dual Core,HL1023,4
406,2016,Trim 4,novembro,5,São Paulo,Smart TV 50' 4K,HL1001,4
631,2016,Trim 4,novembro,6,Belo Horizonte,iPhone 7,HL1002,5
998,2016,Trim 4,novembro,6,Curitiba,Câmera Digital Rebel T6,HL1005,6
560,2016,Trim 4,novembro,6,Curitiba,Smart TV 50' 4K,HL1001,3
356,2016,Trim 4,novembro,6,Guarulhos,Galaxy S10,HL1003,5
564,2016,Trim 4,novembro,6,Guarulhos,Smart TV 75' 4K,HL1017,1
200,2016,Trim 4,novembro,6,Porto Alegre,Galaxy S10,HL1003,1
453,2016,Trim 4,novembro,6,Porto Alegre,Smart TV LED Full HD 55',HL1008,5
588,2016,Trim 4,novembro,6,Porto Alegre,Smart Watch Galaxy,HL1016,3
169,2016,Trim 4,novembro,6,Recife,Galaxy S8,HL1021,2
449,2016,Trim 4,novembro,6,Recife,Samsung Dual Core,HL1023,1
297,2016,Trim 4,novembro,6,Recife,Smart TV 50' 4K,HL1001,2
305,2016,Trim 4,novembro,6,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,5
99,2016,Trim 4,novembro,6,Rio de Janeiro,Moto Z,HL1020,5
31,2016,Trim 4,novembro,6,Salvador,Smart Watch MI,HL1018,5
104,2016,Trim 4,novembro,6,São Paulo,Câmera Digital Sony Cyber,HL1015,5
972,2016,Trim 4,novembro,6,São Paulo,Inspiron 15,HL1007,3
216,2016,Trim 4,novembro,6,São Paulo,Smart TV 50' 4K,HL1001,3
111,2016,Trim 4,novembro,6,São Paulo,Smart TV LED Full HD 55',HL1008,5
415,2016,Trim 4,novembro,7,Belo Horizonte,Apple Watch,HL1004,5
36,2016,Trim 4,novembro,7,Campinas,Smart TV 50' 4K,HL1001,3
210,2016,Trim 4,novembro,7,Curitiba,Câmera Digital Sony Cyber,HL1015,4
921,2016,Trim 4,novembro,7,Curitiba,iPhone 7,HL1002,8
292,2016,Trim 4,novembro,7,Fortaleza,Câmera Digital Rebel T6,HL1005,1
17,2016,Trim 4,novembro,7,Goiânia,Moto G7,HL1009,5
291,2016,Trim 4,novembro,7,Goiânia,Smart Watch MI,HL1018,2
206,2016,Trim 4,novembro,7,Guarulhos,Inspiron 15,HL1007,2
221,2016,Trim 4,novembro,7,Porto Alegre,Apple Watch,HL1004,5
267,2016,Trim 4,novembro,7,Porto Alegre,Smart TV LED Full HD 55',HL1008,2
377,2016,Trim 4,novembro,7,Recife,Aspire 5,HL1024,8
788,2016,Trim 4,novembro,7,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,5
625,2016,Trim 4,novembro,7,Rio de Janeiro,Galaxy S8,HL1021,2
558,2016,Trim 4,novembro,7,Rio de Janeiro,Moto G7,HL1009,1
298,2016,Trim 4,novembro,7,Rio de Janeiro,Moto Z,HL1020,2
125,2016,Trim 4,novembro,7,Rio de Janeiro,Smart TV 50' 4K,HL1001,3
247,2016,Trim 4,novembro,7,Salvador,Smart TV LED Full HD 55',HL1008,1
224,2016,Trim 4,novembro,7,São Paulo,Galaxy J8,HL1014,3
104,2016,Trim 4,novembro,7,São Paulo,Galaxy S8,HL1021,2
406,2016,Trim 4,novembro,7,São Paulo,Inspiron 15,HL1007,4
698,2016,Trim 4,novembro,7,São Paulo,iPhone XS,HL1019,3
114,2016,Trim 4,novembro,7,São Paulo,Moto G7,HL1009,1
261,2016,Trim 4,novembro,7,São Paulo,Smart TV 50' 4K,HL1001,4
303,2016,Trim 4,novembro,7,São Paulo,Smart TV LED Full HD 55',HL1008,2
424,2016,Trim 4,novembro,7,São Paulo,Smart Watch MI,HL1018,5
631,2016,Trim 4,novembro,8,Belo Horizonte,Galaxy S10,HL1003,2
154,2016,Trim 4,novembro,8,Belo Horizonte,Smart TV LED Full HD 55',HL1008,2
535,2016,Trim 4,novembro,8,Curitiba,Câmera Digital Rebel T6,HL1005,1
1,2016,Trim 4,novembro,8,Curitiba,Moto G7,HL1009,1
293,2016,Trim 4,novembro,8,Curitiba,Smart Watch MI,HL1018,2
263,2016,Trim 4,novembro,8,Fortaleza,Apple Watch,HL1004,5
91,2016,Trim 4,novembro,8,Fortaleza,Inspiron 15,HL1007,3
